Arrival Date,F_Governorate_En,F_District_En,F_Sub-District_En,F_Community_En,T_Governorate_En,T_District_En,T_Sub-District_En,T_Community_En,T_Camp_En,New Arrivals (Ind),New Arrivals (HH),Most common shelter type for new arrivals,Most common tenancy arrangement for new arrivals,1st priority need of IDPs arriving during the coverage period,2nd priority need of IDPs arriving during the coverage period,3rd priority need of IDPs arriving during the coverage period,F_Governorate_PCODE,F_District_PCODE,F_Sub-District_PCODE,F_Community_PCODE,T_Governorate_PCODE,T_District_PCODE,T_Sub-District_PCODE,T_Community_PCODE,T_Camp_PCODE
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Ma'btali,Arab-Shekho,,5,1,Solid_finished_houses_apartments,,Shelter,Food,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020306,C6401,
1-31 December,Idleb,Harim,Kafr Takharim,,Aleppo,Afrin,Ma'btali,Arab-Shekho,,10,2,Solid_finished_houses_apartments,,Shelter,Food,Winterization,SY07,SY0703,SY070303,,SY02,SY0203,SY020306,C6401,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Raju,Shekh Bilal,,22,4,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY02,SY0203,SY020300,,SY02,SY0203,SY020303,C6402,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Raju,Haidar Obasi,,38,7,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY02,SY0203,SY020303,,SY02,SY0203,SY020303,C6403,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Raju,Hasan Klkawi,,28,5,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY02,SY0203,SY020303,,SY02,SY0203,SY020303,C6404,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Alwardya,,5,1,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C6405,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Alwardya,,17,3,Unfinished_damaged_houses_apartments,,NFI,Winterization,Livelihoods,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C6405,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Sheikh El-Hadid,Alwardya,,22,4,Unfinished_damaged_houses_apartments,,NFI,Winterization,Livelihoods,SY07,SY0704,SY070400,,SY02,SY0203,SY020305,C6405,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Kalanli,,25,5,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C6406,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Sheikh El-Hadid,Kalanli,,19,4,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0704,SY070400,,SY02,SY0203,SY020305,C6406,
1-31 December,Idleb,Idleb,Idleb,,Hama,As-Suqaylabiyah,Ziyara,Al-Hamidiah,,5,1,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0700,SY070000,,SY05,SY0502,SY050202,C6548,
1-31 December,Idleb,Harim,Dana,,Hama,As-Suqaylabiyah,Ziyara,Al-Hamidiah,,10,2,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0703,SY070301,,SY05,SY0502,SY050202,C6548,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Hama,As-Suqaylabiyah,Ziyara,Al-Hamidiah,,10,2,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0704,SY070400,,SY05,SY0502,SY050202,C6548,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Sanghara,,36,7,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C6612,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Ariha,Mhambal,Ainata,,17,3,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY05,SY0502,SY050202,,SY07,SY0705,SY070502,C6614,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Ariha,Mhambal,Ainata,,11,2,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0705,SY070501,,SY07,SY0705,SY070502,C6614,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Ariha,Mhambal,Ainata,,11,2,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY07,SY0705,SY070502,,SY07,SY0705,SY070502,C6614,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Salqin,Sayed Khalil,,11,2,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0700,SY070000,,SY07,SY0703,SY070302,C6617,
1-31 December,Idleb,Harim,Salqin,,Idleb,Harim,Salqin,Sayed Khalil,,37,7,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0703,SY070302,,SY07,SY0703,SY070302,C6617,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Jeser Maksour,,30,7,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C6618,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Salqin,Faroukiyeh,,28,5,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0700,SY070000,,SY07,SY0703,SY070302,C6619,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Faroukiyeh,,11,2,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C6619,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Salqin,Msheirfeh (Salqin),,39,7,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0700,SY070000,,SY07,SY0703,SY070302,C6620,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Msheirfeh (Salqin),,45,8,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C6620,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Salqin,Jakara,,35,6,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0700,SY070000,,SY07,SY0703,SY070302,C6622,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Salqin,Jakara,,23,4,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY07,SY0705,SY070500,,SY07,SY0703,SY070302,C6622,
1-31 December,Idleb,Al Ma'ra,Kafr Nobol,,Idleb,Idleb,Maaret Tamsrin,Shekh Bahr,,60,10,Self_settled_Camp,,Cash,Winterization,Shelter,SY07,SY0702,SY070203,,SY07,SY0700,SY070005,C6631,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Jisr-Ash-Shugur,Darkosh,Kharab Amer,,14,2,Solid_finished_houses_apartments,,Food,Winterization,Cash,SY07,SY0700,SY070005,,SY07,SY0704,SY070402,C6638,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Jisr-Ash-Shugur,Darkosh,Kharab Sultan,,10,2,Solid_finished_houses_apartments,,Food,Education,Winterization,SY07,SY0705,SY070502,,SY07,SY0704,SY070402,C6639,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Jisr-Ash-Shugur,Darkosh,Kharab Sultan,,10,2,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY07,SY0705,SY070502,,SY07,SY0704,SY070402,C6639,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Al Areen - Kastanah Fawqan,,18,3,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070500,,SY07,SY0704,SY070400,C6640,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Al Areen - Kastanah Fawqan,,29,5,Solid_finished_houses_apartments,,Cash,Food,Winterization,SY07,SY0705,SY070501,,SY07,SY0704,SY070400,C6640,
1-31 December,Idleb,Harim,Harim,,Idleb,Idleb,Maaret Tamsrin,Kafr tanor,,45,8,Self_settled_Camp,,Cash,Winterization,Shelter,SY07,SY0703,SY070300,,SY07,SY0700,SY070005,C6690,
1-31 December,Idleb,Harim,Dana,,Idleb,Harim,Dana,Burdaqly,,85,15,Planned_camp,,Winterization,Cash,Food,SY07,SY0703,SY070301,,SY07,SY0703,SY070301,C6693,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Kafr Takharim,Bayates,,32,7,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0705,SY070500,,SY07,SY0703,SY070303,C6695,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Harim,Kafr Takharim,Bayates,,22,4,Unfinished_damaged_houses_apartments,,Shelter,Food,Cash,SY07,SY0705,SY070501,,SY07,SY0703,SY070303,C6695,
1-31 December,Idleb,Idleb,Idleb,,Idleb,Harim,Qourqeena,Dier Seeta,,12,3,Solid_finished_houses_apartments,,Health,Winterization,Cash,SY07,SY0700,SY070000,,SY07,SY0703,SY070304,C6696,
1-31 December,Idleb,Idleb,Maaret Tamsrin,,Idleb,Harim,Qourqeena,Dier Seeta,,22,4,Solid_finished_houses_apartments,,Health,Winterization,Cash,SY07,SY0700,SY070005,,SY07,SY0703,SY070304,C6696,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Idleb,Jisr-Ash-Shugur,Darkosh,Magharet Jamous,,21,4,Solid_finished_houses_apartments,,Winterization,Cash,Livelihoods,SY05,SY0502,SY050202,,SY07,SY0704,SY070402,C6701,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Idleb,Jisr-Ash-Shugur,Darkosh,Magharet Jamous,,10,2,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0704,SY070400,,SY07,SY0704,SY070402,C6701,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Jisr-Ash-Shugur,Darkosh,Magharet Jamous,,21,4,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0705,SY070501,,SY07,SY0704,SY070402,C6701,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Jisr-Ash-Shugur,Darkosh,Magharet Jamous,,10,2,Solid_finished_houses_apartments,,Winterization,Cash,Food,SY07,SY0705,SY070502,,SY07,SY0704,SY070402,C6701,
1-31 December,Hama,As-Suqaylabiyah,Ziyara,,Hama,As-Suqaylabiyah,Ziyara,Al Zaqoum,,16,3,Solid_finished_houses_apartments,,Winterization,Cash,Safety,SY05,SY0502,SY050202,,SY05,SY0502,SY050202,C6710,
1-31 December,Idleb,Harim,Harim,,Hama,As-Suqaylabiyah,Ziyara,Al Zaqoum,,16,3,Solid_finished_houses_apartments,,Winterization,Cash,Safety,SY07,SY0703,SY070300,,SY05,SY0502,SY050202,C6710,
1-31 December,Idleb,Ariha,Ariha,,Hama,As-Suqaylabiyah,Ziyara,Al Zaqoum,,10,2,Solid_finished_houses_apartments,,Winterization,Cash,Safety,SY07,SY0705,SY070500,,SY05,SY0502,SY050202,C6710,
1-31 December,Idleb,Ariha,Ariha,,Idleb,Harim,Dana,Babisqa,,57,10,Self_settled_Camp,,Winterization,Cash,Food,SY07,SY0705,SY070500,,SY07,SY0703,SY070301,C6755,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Harim,Dana,Babisqa,,57,10,Self_settled_Camp,,Winterization,Cash,Food,SY07,SY0705,SY070501,,SY07,SY0703,SY070301,C6755,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Jebel Saman,Daret Azza,Mashhad,,131,23,Solid_finished_houses_apartments,,Shelter,NFI,Cash,SY02,SY0203,SY020300,,SY02,SY0200,SY020004,C6764,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,A'zaz,Suran,Kafr Ghan,,8,2,Solid_finished_houses_apartments,,NFI,Winterization,Food,SY02,SY0203,SY020300,,SY02,SY0204,SY020405,C6781,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,A'zaz,Suran,Kafr Ghan,,12,3,Solid_finished_houses_apartments,,NFI,Winterization,Food,SY02,SY0204,SY020400,,SY02,SY0204,SY020405,C6781,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,A'zaz,Suran,Kafr Ghan,,4,1,Solid_finished_houses_apartments,,NFI,Winterization,Livelihoods,SY02,SY0204,SY020400,,SY02,SY0204,SY020405,C6781,
1-31 December,Aleppo,A'zaz,Aghtrin,,Aleppo,A'zaz,Suran,Kafr Ghan,,18,4,Solid_finished_houses_apartments,,NFI,Winterization,Livelihoods,SY02,SY0204,SY020401,,SY02,SY0204,SY020405,C6781,
1-31 December,Idleb,Harim,Dana,,Idleb,Harim,Qourqeena,Khirbet al Kahtib,,50,10,Unfinished_damaged_houses_apartments,,Shelter,Food,Winterization,SY07,SY0703,SY070301,,SY07,SY0703,SY070304,C7408,
1-31 December,Idleb,Harim,Qourqeena,,Idleb,Harim,Qourqeena,Khirbet al Kahtib,,38,7,Unfinished_damaged_houses_apartments,,Shelter,Winterization,Cash,SY07,SY0703,SY070304,,SY07,SY0703,SY070304,C7408,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Al Bab,Tadaf,Fiha as Segira,,8,2,Solid_finished_houses_apartments,,NFI,Cash,Winterization,SY02,SY0202,SY020200,,SY02,SY0202,SY020201,C7461,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Al Bab,Al Bab,Al Azraq,,9,2,Solid_finished_houses_apartments,,Cash,Winterization,NFI,SY02,SY0202,SY020200,,SY02,SY0202,SY020200,C7466,
1-31 December,Aleppo,A'zaz,Mare',,Aleppo,A'zaz,Aghtrin,Tuwainiyah,,24,4,Solid_finished_houses_apartments,,Food,NFI,Winterization,SY02,SY0204,SY020403,,SY02,SY0204,SY020401,C7487,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Al Bab,Al Bab,Mezraat Hemmo,,11,2,Solid_finished_houses_apartments,,NFI,Winterization,Education,SY02,SY0202,SY020200,,SY02,SY0202,SY020200,C7514,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Afrin,Afrin,Al Jumaliyah,,21,4,Self_settled_Camp,,Shelter,Food,Winterization,SY02,SY0203,SY020302,,SY02,SY0203,SY020300,C7515,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Al Jumaliyah,,22,4,Collective_centers_such_as_mosques_schools_etc,,Shelter,Food,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C7515,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Afrin,Al Jumaliyah,,15,3,Self_settled_Camp,,Shelter,Food,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020300,C7515,
1-31 December,Aleppo,Jebel Saman,Tall Ed-daman,,Aleppo,Afrin,Ma'btali,Kantara Ma'abatli,,15,3,Solid_finished_houses_apartments,,Shelter,Cash,Winterization,SY02,SY0200,SY020002,,SY02,SY0203,SY020306,C7522,
1-31 December,Aleppo,Afrin,Sharan,,Aleppo,Afrin,Ma'btali,Kantara Ma'abatli,,10,2,Solid_finished_houses_apartments,,Shelter,Cash,Winterization,SY02,SY0203,SY020304,,SY02,SY0203,SY020306,C7522,
1-31 December,Idleb,Idleb,Teftnaz,,Aleppo,Afrin,Ma'btali,Kantara Ma'abatli,,10,2,Solid_finished_houses_apartments,,Shelter,Cash,Winterization,SY07,SY0700,SY070004,,SY02,SY0203,SY020306,C7522,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Sheikh El-Hadid,Sahuljuk,,19,4,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020305,C7524,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Raju,Karri,,16,3,Solid_finished_houses_apartments,,Food,Winterization,NFI,SY02,SY0203,SY020303,,SY02,SY0203,SY020303,C7567,
1-31 December,Aleppo,A'zaz,Aghtrin,,Aleppo,A'zaz,Aghtrin,Mezraat Shahin,,14,3,Solid_finished_houses_apartments,,NFI,Food,Winterization,SY02,SY0204,SY020401,,SY02,SY0204,SY020401,C7572,
1-31 December,Aleppo,Jarablus,Ghandorah,,Aleppo,Jarablus,Jarablus,Dulaym,,16,4,Solid_finished_houses_apartments,,WASH,Winterization,Cash,SY02,SY0208,SY020801,,SY02,SY0208,SY020800,C7593,
1-31 December,Aleppo,Jarablus,Ghandorah,,Aleppo,Jarablus,Ghandorah,Ras Al Joz,,22,4,Solid_finished_houses_apartments,,Cash,NFI,Winterization,SY02,SY0208,SY020801,,SY02,SY0208,SY020801,C7619,
1-31 December,Aleppo,Jarablus,Ghandorah,,Aleppo,Jarablus,Ghandorah,Ras Al Joz,,14,3,Solid_finished_houses_apartments,,NFI,Winterization,Livelihoods,SY02,SY0208,SY020801,,SY02,SY0208,SY020801,C7619,
1-31 December,Aleppo,Menbij,Menbij,,Aleppo,Jarablus,Jarablus,Ayn Al Bayda,,12,3,Planned_camp,,WASH,Shelter,Winterization,SY02,SY0205,SY020500,,SY02,SY0208,SY020800,C7629,
1-31 December,Aleppo,Menbij,Menbij,,Aleppo,Jarablus,Jarablus,Ayn Al Bayda,,4,1,Self_settled_Camp,,WASH,Cash,Livelihoods,SY02,SY0205,SY020500,,SY02,SY0208,SY020800,C7629,
1-31 December,Aleppo,Jarablus,Jarablus,,Aleppo,Jarablus,Jarablus,Ayn Al Bayda,,4,1,Planned_camp,,WASH,Shelter,Winterization,SY02,SY0208,SY020800,,SY02,SY0208,SY020800,C7629,
1-31 December,Aleppo,Jarablus,Jarablus,,Aleppo,Jarablus,Jarablus,Ayn Al Bayda,,9,2,Self_settled_Camp,,WASH,Cash,Livelihoods,SY02,SY0208,SY020800,,SY02,SY0208,SY020800,C7629,
1-31 December,Aleppo,Jarablus,Ghandorah,,Aleppo,Jarablus,Jarablus,Ayn Al Bayda,,17,4,Self_settled_Camp,,WASH,Cash,Livelihoods,SY02,SY0208,SY020801,,SY02,SY0208,SY020800,C7629,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Bulbul,Jolaqi,,12,2,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020303,,SY02,SY0203,SY020301,C7640,
1-31 December,Idleb,Ariha,Ehsem,,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Ziyadiyeh (Jisr-Ash-Shugur),,13,3,Open_areas,,Food,Winterization,Cash,SY07,SY0705,SY070501,,SY07,SY0704,SY070400,C7930,
1-31 December,Idleb,Ariha,Mhambal,,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,Ziyadiyeh (Jisr-Ash-Shugur),,17,4,Open_areas,,Food,Winterization,Cash,SY07,SY0705,SY070502,,SY07,SY0704,SY070400,C7930,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Jebel Saman,Daret Azza,Qatoura,,62,12,Solid_finished_houses_apartments,,Shelter,Cash,Safety,SY02,SY0203,SY020300,,SY02,SY0200,SY020004,C8116,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Afrin,Burj Slaiman,,15,3,Solid_finished_houses_apartments,,NFI,Winterization,Cash,SY02,SY0203,SY020300,,SY02,SY0203,SY020300,C8123,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Al Bab,Al Bab,Kufair,,8,2,Solid_finished_houses_apartments,,NFI,Food,Winterization,SY02,SY0202,SY020200,,SY02,SY0202,SY020200,C8143,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Zalaqah,,10,2,Unfinished_damaged_houses_apartments,,NFI,Winterization,Livelihoods,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C8146,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Al Bab,Al Bab,Brat,,13,3,Solid_finished_houses_apartments,,Food,Winterization,Cash,SY02,SY0202,SY020200,,SY02,SY0202,SY020200,C8149,
1-31 December,Aleppo,Afrin,Jandairis,,Aleppo,Al Bab,Al Bab,Brat,,15,3,Solid_finished_houses_apartments,,Winterization,NFI,Cash,SY02,SY0203,SY020302,,SY02,SY0202,SY020200,C8149,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Hajilar,,11,2,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C8150,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Hajilar,,11,2,Unfinished_damaged_houses_apartments,,NFI,Winterization,Livelihoods,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C8150,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Jandairis,Hajilar,,29,5,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0704,SY070400,,SY02,SY0203,SY020302,C8150,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Abu Ka'ab,,32,5,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C8151,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Jandairis,Abu Ka'ab,,26,4,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0704,SY070400,,SY02,SY0203,SY020302,C8151,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Baflur,,9,2,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C8156,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Al Bab,Al Bab,Zarzur (Al Bab),,15,3,Self_settled_Camp,,Health,Food,Education,SY02,SY0202,SY020200,,SY02,SY0202,SY020200,C8157,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Qila,,14,3,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C8160,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Jandairis,Khureibah/Qurbe,,30,7,Solid_finished_houses_apartments,,Health,Winterization,Cash,SY02,SY0203,SY020300,,SY02,SY0203,SY020302,C8161,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,Al Bab,A'rima,AL Ajami,,22,5,Solid_finished_houses_apartments,,Shelter,NFI,Cash,SY02,SY0202,SY020200,,SY02,SY0202,SY020206,C8165,
1-31 December,Aleppo,A'zaz,Suran,,Aleppo,Al Bab,A'rima,AL Ajami,,24,4,Solid_finished_houses_apartments,,Shelter,NFI,Cash,SY02,SY0204,SY020405,,SY02,SY0202,SY020206,C8165,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Hikageh,,16,3,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C8166,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Jandairis,Hikageh,,5,1,Unfinished_damaged_houses_apartments,,NFI,Winterization,Livelihoods,SY07,SY0700,SY070000,,SY02,SY0203,SY020302,C8166,
1-31 December,Idleb,Jisr-Ash-Shugur,Jisr-Ash-Shugur,,Aleppo,Afrin,Jandairis,Hikageh,,22,4,Unfinished_damaged_houses_apartments,,NFI,Winterization,Cash,SY07,SY0704,SY070400,,SY02,SY0203,SY020302,C8166,
1-31 December,Aleppo,A'zaz,Aghtrin,,Aleppo,A'zaz,Aghtrin,Jubb Al-Asi,,15,3,Solid_finished_houses_apartments,,Winterization,Food,NFI,SY02,SY0204,SY020401,,SY02,SY0204,SY020401,C8173,
1-31 December,Aleppo,Al Bab,Al Bab,,Aleppo,A'zaz,Aghtrin,Talatayna ,,15,3,Solid_finished_houses_apartments,,NFI,Food,WASH,SY02,SY0202,SY020200,,SY02,SY0204,SY020401,C8179,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Al Bab,A'rima,Mseibin(Al-Bab),,29,6,Planned_camp,,Shelter,NFI,Cash,SY02,SY0204,SY020400,,SY02,SY0202,SY020206,C8185,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Al Bab,A'rima,Mseibin(Al-Bab),,24,5,Solid_finished_houses_apartments,,Shelter,NFI,Cash,SY02,SY0204,SY020400,,SY02,SY0202,SY020206,C8185,
1-31 December,Aleppo,Menbij,Menbij,,Aleppo,Al Bab,A'rima,Mseibin(Al-Bab),,20,4,Solid_finished_houses_apartments,,Shelter,NFI,Cash,SY02,SY0205,SY020500,,SY02,SY0202,SY020206,C8185,
1-31 December,Aleppo,Jarablus,Jarablus,,Aleppo,Al Bab,A'rima,Mseibin(Al-Bab),,10,2,Planned_camp,,Shelter,NFI,Cash,SY02,SY0208,SY020800,,SY02,SY0202,SY020206,C8185,
1-31 December,Aleppo,Jarablus,Jarablus,,Aleppo,Al Bab,A'rima,Shaikh Naser,,14,3,Solid_finished_houses_apartments,,Shelter,NFI,Cash,SY02,SY0208,SY020800,,SY02,SY0202,SY020206,C8194,
1-31 December,Aleppo,Jarablus,Ghandorah,,Aleppo,Al Bab,Al Bab,Shbiran,,8,2,Solid_finished_houses_apartments,,NFI,Food,Winterization,SY02,SY0208,SY020801,,SY02,SY0202,SY020200,C8196,
1-31 December,Aleppo,A'zaz,A'zaz,,Aleppo,Al Bab,A'rima,Tabjaq,,21,4,Solid_finished_houses_apartments,,Shelter,NFI,Cash,SY02,SY0204,SY020400,,SY02,SY0202,SY020206,C8199,
1-31 December,Aleppo,Afrin,Afrin,,Aleppo,Afrin,Ma'btali,Gumazanli,,16,3,Solid_finished_houses_apartments,,Winterization,Livelihoods,NFI,SY02,SY0203,SY020300,,SY02,SY0203,SY020306,C8200,
1-31 December,Aleppo,Jarablus,Jarablus,,Aleppo,Afrin,Ma'btali,Gumazanli,,10,2,Solid_finished_houses_apartments,,Winterization,Livelihoods,NFI,SY02,SY0208,SY020800,,SY02,SY0203,SY020306,C8200,
1-31 December,Aleppo,Jarablus,Jarablus,,Aleppo,Afrin,Ma'btali,Barakeh (Ma'btali),,16,3,Solid_finished_houses_apartments,,Winterization,NFI,Livelihoods,SY02,SY0208,SY020800,,SY02,SY0203,SY020306,C8201,
1-31 December,Idleb,Idleb,Bennsh,,Aleppo,Afrin,Ma'btali,Barakeh (Ma'btali),,10,2,Solid_finished_houses_apartments,,Winterization,NFI,Livelihoods,SY07,SY0700,SY070002,,SY02,SY0203,SY020306,C8201,
1-31 December,Idleb,Harim,Dana,,Aleppo,Afrin,Ma'btali,Barakeh (Ma'btali),,16,3,Solid_finished_houses_apartments,,Winterization,NFI,Livelihoods,SY07,SY0703,SY070301,,SY02,SY0203,SY020306,C8201,
1-31 December,Aleppo,Jebel Saman,Jebel Saman,,Aleppo,Afrin,Ma'btali,Upper Khazian,,21,4,Solid_finished_houses_apartments,,Food,Health,Winterization,SY02,SY0200,SY020000,,SY02,SY0203,SY020306,C8207,
1-31 December,Aleppo,Afrin,Raju,,Aleppo,Afrin,Ma'btali,Upper Khazian,,10,2,Solid_finished_houses_apartments,,Food,Health,Winterization,SY02,SY0203,SY020303,,SY02,SY0203,SY020306,C8207,
1-31 December,Idleb,Idleb,Idleb,,Aleppo,Afrin,Ma'btali,Upper Khazian,,10,2,Solid_finished_houses_apartments,,Food,Health,Winterization,SY07,SY0700,SY070000,,SY02,SY0203,SY020306,C8207,
